age,cat0,cat1,cat2,cat3,region_iso
41,0,0,0,c,RU-ARK
24,0,0,0,a,RU-CE
17,0,0,0,a,RU-LEN
52,0,1,1,a,RU-KK
67,1,0,0,a,RU-VLA
33,1,0,0,a,RU-KO
23,1,1,0,a,RU-BU
22,0,1,0,b,RU-SAM
44,0,0,1,a,RU-TA
70,0,0,0,a,RU-LIP
63,1,0,0,a,RU-MOW
18,0,1,0,a,RU-TVE
20,0,0,1,b,RU-MUR
47,0,0,0,a,RU-KR
22,0,1,0,b,RU-MOS
26,0,0,0,a,RU-MO
68,0,1,1,a,RU-KEM
25,1,0,0,a,RU-DA
18,0,1,0,a,RU-PRI
63,0,1,0,a,RU-CHE
36,0,0,0,a,RU-MAG
53,0,0,1,c,RU-CU
19,0,1,0,b,RU-KAM
37,0,0,0,c,RU-SE
55,0,0,0,a,RU-CHU
57,1,0,1,c,RU-KB
17,0,1,1,b,RU-ARK
43,0,0,0,a,RU-MOS
20,1,1,0,c,RU-MAG
17,0,0,0,c,RU-STA
58,0,0,0,a,RU-KHM
24,0,0,0,c,RU-ARK
39,0,0,0,c,RU-IVA
18,0,0,0,b,RU-AD
70,1,0,0,a,RU-TVE
44,0,0,0,a,RU-PRI
35,1,0,0,a,RU-KHA
61,1,0,0,b,RU-ROS
27,0,0,0,c,RU-NEN
19,1,1,0,b,RU-TY
43,0,0,0,a,RU-KR
38,0,1,0,c,RU-CHE
27,0,0,0,a,RU-CE
62,0,1,0,c,RU-VOR
33,0,1,0,a,RU-KB
21,0,0,0,b,RU-KC
40,0,0,0,a,RU-DA
28,0,1,1,a,RU-YAN
22,0,1,1,a,RU-BRY
47,0,0,0,b,RU-MAG
22,1,1,0,b,RU-KDA
18,0,0,0,a,RU-PSK
45,0,0,0,a,RU-BEL
22,0,0,0,a,RU-KLU
42,0,1,0,a,RU-SPE
34,1,1,0,a,RU-KL
20,1,1,1,b,RU-SAM
19,0,0,0,c,RU-IVA
43,0,0,0,a,RU-ORL
23,0,0,0,b,RU-AMU
35,0,0,0,c,RU-PER
35,0,0,0,a,RU-AD
69,0,1,0,c,RU-VLA
50,0,0,0,a,RU-BEL
48,0,0,0,a,RU-DA
44,0,1,1,a,RU-TYU
60,0,0,0,b,RU-UD
49,1,0,0,a,RU-SA
61,0,1,0,c,RU-SAK
47,0,0,0,b,RU-SAK
36,0,0,0,a,RU-STA
34,0,0,0,b,RU-OMS
53,0,0,0,a,RU-NEN
19,0,1,0,a,RU-CHU
49,0,0,0,a,RU-BA
43,0,0,0,b,RU-KEM
27,0,1,0,a,RU-KK
27,0,0,0,a,RU-KYA
58,1,1,0,a,RU-PSK
35,0,0,0,a,RU-KGD
68,0,0,1,c,RU-ALT
67,0,0,0,a,RU-NGR
28,0,1,0,a,RU-PER
23,0,1,1,b,RU-MUR
52,0,0,0,a,RU-SE
53,1,0,1,a,RU-DA
22,0,0,0,a,RU-SAK
62,0,1,1,a,RU-CHE
70,0,0,0,c,RU-TAM
55,0,1,0,c,RU-YAR
46,0,0,0,a,RU-VGG
41,0,0,0,a,RU-ORE
22,0,0,1,b,RU-TVE
26,0,0,0,b,RU-LIP
34,0,1,0,c,RU-KAM
49,0,0,0,b,RU-IN
48,0,0,0,a,RU-ZAB
64,0,0,1,a,RU-ARK
33,0,0,0,a,RU-PER
26,1,0,0,a,RU-UD
21,0,0,0,a,RU-MOS
63,0,0,0,c,RU-NGR
22,0,0,0,a,RU-TYU
53,0,0,0,a,RU-KGN
54,0,0,0,c,RU-YAR
33,0,1,0,a,RU-TOM
47,0,1,0,b,RU-TVE
38,1,0,0,a,RU-IN
47,1,0,0,c,RU-LEN
22,0,0,1,b,RU-ORE
41,0,1,0,a,RU-TVE
47,0,0,0,a,RU-PRI
28,0,0,0,a,RU-YAR
29,0,0,1,c,RU-LEN
18,0,0,0,a,RU-BU
18,1,1,0,c,RU-SA
63,0,1,0,a,RU-TAM
18,0,1,0,b,RU-KGN
35,0,0,0,a,RU-KIR
48,0,1,0,b,RU-SVE
61,1,0,0,c,RU-VOR
36,0,0,0,a,RU-KGN
19,0,0,0,a,RU-SVE
68,0,0,0,a,RU-NVS
31,0,1,0,a,RU-KK
41,0,0,0,c,RU-TA
62,0,0,0,a,RU-VGG
19,0,1,0,c,RU-TYU
24,0,0,0,a,RU-MOS
34,0,1,0,a,RU-TAM
22,0,0,0,a,RU-LEN
68,0,1,0,c,RU-CHE
26,0,0,0,a,RU-STA
57,0,0,0,a,RU-BA
30,0,1,0,a,RU-KRS
34,0,0,0,b,RU-ALT
43,0,0,0,a,RU-KGN
39,1,0,1,a,RU-OMS
59,0,0,0,a,RU-PNZ
18,0,1,0,c,RU-YAR
52,1,0,0,a,RU-SAR
40,0,0,0,a,RU-MOW
39,0,0,1,c,RU-SAM
27,0,1,0,c,RU-KDA
41,0,0,0,a,RU-KGD
29,0,1,0,a,RU-SAM
41,1,0,0,b,RU-NEN
45,1,1,0,b,RU-ORL
46,0,0,0,c,RU-ORE
18,1,1,0,a,RU-KYA
22,0,0,0,a,RU-IN
41,1,0,0,a,RU-MUR
49,0,0,0,a,RU-MUR
29,1,0,0,a,RU-KHA
22,0,0,0,a,RU-SAM
68,0,0,0,a,RU-RYA
17,0,0,0,a,RU-KHA
59,0,0,1,b,RU-RYA
18,0,0,0,c,RU-NGR
31,0,0,0,a,RU-STA
32,0,1,0,a,RU-KHA
26,1,0,0,b,RU-VLG
31,1,0,0,a,RU-CE
18,1,1,0,b,RU-CHU
33,0,1,0,a,RU-KL
32,0,1,0,a,RU-VGG
49,0,1,0,a,RU-KB
40,0,0,0,a,RU-CHU
33,1,0,0,a,RU-TA
20,0,0,0,c,RU-SAR
38,0,0,0,c,RU-VOR
67,0,1,0,b,RU-KAM
38,0,0,0,c,RU-KHA
24,1,0,0,b,RU-AMU
45,0,1,0,a,RU-PNZ
20,0,0,0,a,RU-ULY
56,0,0,0,c,RU-BA
33,0,0,0,c,RU-TOM
21,0,0,0,a,RU-KHA
52,0,1,0,a,RU-KAM
21,1,0,0,a,RU-CHE
35,0,0,1,a,RU-RYA
40,0,0,0,c,RU-TUL
44,1,0,0,a,RU-AL
19,0,0,0,a,RU-KC
22,1,0,0,a,RU-KGN
61,1,0,0,b,RU-KR
35,0,0,0,b,RU-TAM
42,0,0,0,c,RU-VLA
61,0,0,0,a,RU-KRS
63,0,0,0,b,RU-KC
62,0,0,0,c,RU-KGD
43,0,0,0,a,RU-AST
33,0,1,0,a,RU-SMO
35,1,0,1,a,RU-KEM
23,0,1,1,a,RU-KOS
54,1,1,0,a,RU-ULY
20,0,0,0,a,RU-KK
40,0,1,1,a,RU-KGD
40,0,0,0,a,RU-SMO
38,0,1,0,a,RU-SE
17,0,0,0,a,RU-ORE
17,0,0,0,a,RU-KLU
36,1,1,0,b,RU-TVE
57,0,0,0,a,RU-NGR
31,0,0,0,a,RU-ALT
42,0,0,0,a,RU-AD
35,0,0,0,a,RU-SVE
29,0,0,0,a,RU-PNZ
42,1,1,0,a,RU-TYU
18,0,0,0,c,RU-BU
33,0,0,0,a,RU-YAR
54,1,0,0,b,RU-AST
21,0,0,0,a,RU-KYA
47,0,0,0,a,RU-ARK
43,1,1,0,b,RU-YAR
35,0,0,1,c,RU-TY
22,0,0,0,a,RU-AL
53,0,1,0,a,RU-SAM
18,1,0,0,c,RU-ZAB
40,0,0,0,b,RU-TOM
23,1,1,0,a,RU-NIZ
19,0,1,0,c,RU-PSK
33,0,0,0,b,RU-BRY
26,0,0,1,c,RU-PNZ
19,0,0,0,c,RU-ORE
43,0,0,0,a,RU-NVS
39,0,0,0,b,RU-KB
46,1,1,1,b,RU-KHM
40,0,0,0,c,RU-KC
19,0,1,0,b,RU-KYA
50,0,1,0,a,RU-KGN
68,0,1,0,a,RU-BA
33,0,0,0,a,RU-AST
31,0,0,0,a,RU-ORE
44,0,1,1,a,RU-SVE
37,0,0,0,c,RU-CE
17,0,0,0,b,RU-SMO
42,0,1,1,c,RU-YEV
20,0,0,0,c,RU-DA
32,1,0,0,c,RU-KB
60,0,1,0,a,RU-TVE
29,1,1,0,b,RU-KK
19,0,0,0,c,RU-TVE
47,0,0,0,a,RU-KAM
55,0,0,0,a,RU-TOM
44,0,0,0,a,RU-TUL
28,0,0,1,a,RU-NVS
36,0,1,0,a,RU-KHM
44,0,1,0,a,RU-TVE
26,0,0,0,a,RU-AD
59,0,1,0,a,RU-AL
26,1,1,0,a,RU-IRK
43,0,0,0,b,RU-NGR
18,0,1,0,b,RU-KK
33,0,0,0,c,RU-SE
58,0,1,0,a,RU-KHM
44,1,1,1,c,RU-RYA
28,0,0,0,a,RU-MOW
20,0,0,0,b,RU-UD
20,1,0,0,a,RU-KR
26,0,0,0,a,RU-MUR
40,0,1,0,a,RU-KC
44,1,0,0,c,RU-SE
28,1,0,1,a,RU-STA
57,0,0,0,a,RU-DA
28,0,1,0,a,RU-PRI
43,0,1,0,a,RU-MAG
24,0,0,0,a,RU-SPE
48,1,1,0,c,RU-VOR
38,0,0,0,c,RU-PNZ
41,0,1,0,b,RU-YAN
43,0,1,0,a,RU-TVE
21,0,0,0,a,RU-KHA
48,0,0,1,a,RU-CU
36,0,0,0,a,RU-KR
23,0,0,0,b,RU-IRK
30,0,0,0,a,RU-IRK
35,0,0,0,a,RU-YEV
29,0,0,0,a,RU-CE
18,0,0,0,a,RU-TY
61,0,0,0,a,RU-PER
23,0,0,0,b,RU-MO
64,1,0,0,b,RU-UD
42,0,0,0,a,RU-SMO
61,0,0,0,b,RU-PRI
31,0,0,0,a,RU-IVA
29,0,1,0,b,RU-IRK
17,0,0,0,a,RU-TAM
57,0,0,0,a,RU-KRS
64,1,0,0,a,RU-KO
23,0,0,1,a,RU-VGG
18,0,1,0,c,RU-YEV
30,0,0,0,a,RU-CHE
62,0,0,0,c,RU-VOR
44,0,0,0,c,RU-YAR
63,1,0,1,c,RU-PSK
17,0,1,0,a,RU-TOM
56,0,0,0,b,RU-AST
30,0,0,0,a,RU-MOS
23,0,0,0,a,RU-KC
31,1,0,1,a,RU-RYA
54,0,0,0,a,RU-YAR
19,0,0,0,a,RU-VLA
50,0,0,0,b,RU-NIZ
26,0,0,0,b,RU-OMS
25,0,0,0,a,RU-SAM
26,0,0,0,a,RU-ZAB
26,0,0,0,a,RU-STA
29,0,0,1,b,RU-SAM
64,0,1,0,b,RU-SA
39,1,0,1,a,RU-NVS
36,0,1,0,a,RU-MO
47,0,0,0,b,RU-YEV
34,0,0,1,b,RU-SAR
32,0,0,0,a,RU-DA
31,1,0,0,b,RU-LIP
44,0,1,0,a,RU-BU
58,0,0,0,a,RU-KIR
38,1,0,0,c,RU-CHE
27,0,1,0,b,RU-TOM
27,0,0,0,b,RU-KOS
23,0,0,0,a,RU-ZAB
34,0,0,0,a,RU-RYA
17,0,0,0,c,RU-YAR
44,0,1,0,a,RU-IRK
54,0,0,0,b,RU-VLA
46,0,1,0,a,RU-SPE
65,0,0,0,c,RU-KC
20,0,1,0,a,RU-ULY
18,0,0,0,a,RU-SAR
39,0,1,0,a,RU-AD
18,1,0,0,a,RU-KOS
20,0,0,1,a,RU-TYU
64,0,1,0,c,RU-IRK
25,0,0,0,a,RU-KIR
32,0,1,0,a,RU-BRY
20,0,0,0,a,RU-TA
33,1,0,0,c,RU-MOS
20,0,0,0,c,RU-NIZ
20,0,0,1,a,RU-ROS
66,0,0,0,c,RU-TA
27,0,0,0,a,RU-IN
32,1,0,0,a,RU-YEV
19,0,0,0,a,RU-MO
18,0,0,0,b,RU-KB
59,0,0,0,a,RU-BU
34,0,0,0,b,RU-IVA
23,0,1,0,b,RU-SAM
17,0,0,0,b,RU-LEN
39,0,1,0,a,RU-KYA
27,0,0,0,a,RU-AST
32,0,1,0,c,RU-VOR
27,0,0,0,a,RU-KL
36,0,0,0,c,RU-DA
48,0,1,0,a,RU-NVS
48,0,0,1,a,RU-SVE
26,0,0,0,b,RU-VLA
36,0,0,0,c,RU-MOS
19,1,0,0,c,RU-PRI
23,0,0,0,b,RU-SAK
22,1,1,0,a,RU-SAR
45,1,0,0,a,RU-KLU
21,0,0,1,c,RU-ZAB
22,0,0,0,a,RU-PRI
38,0,0,1,b,RU-MOW
29,0,1,0,c,RU-VLA
42,0,0,0,a,RU-VLG
51,0,0,0,a,RU-NGR
29,1,1,0,b,RU-CU
27,0,1,0,a,RU-KC
33,0,1,0,c,RU-PRI
65,1,1,0,a,RU-LEN
18,0,0,0,a,RU-ME
19,1,0,0,a,RU-KLU
46,0,0,0,a,RU-DA
34,0,0,0,a,RU-MOS
55,0,0,0,a,RU-RYA
22,1,1,0,a,RU-KGN
28,1,0,0,a,RU-CE
28,0,1,0,b,RU-STA
35,0,1,0,a,RU-KHM
17,0,0,0,a,RU-RYA
35,0,1,0,a,RU-VGG
30,0,1,1,a,RU-STA
19,0,0,0,c,RU-SPE
25,0,0,0,c,RU-TYU
62,0,1,0,a,RU-ULY
19,0,0,0,a,RU-NGR
64,1,0,0,b,RU-ZAB
45,0,1,0,c,RU-KHA
33,0,0,0,c,RU-YAN
64,0,0,0,a,RU-AD
43,0,1,1,b,RU-AST
70,0,0,0,a,RU-AL
23,0,1,0,c,RU-TUL
49,0,0,0,a,RU-LEN
21,0,0,0,b,RU-LEN
39,0,0,1,b,RU-SPE
63,0,0,0,a,RU-ORL
30,0,0,0,a,RU-VLA
62,0,0,0,a,RU-VGG
57,0,0,0,a,RU-YEV
18,0,0,0,b,RU-VOR
51,0,0,0,c,RU-TYU
39,1,0,0,b,RU-NVS
19,1,1,0,c,RU-DA
68,0,1,0,c,RU-ME
52,1,0,0,a,RU-VLA
24,0,0,0,b,RU-YAR
32,1,1,0,a,RU-SMO
44,0,0,0,c,RU-NEN
18,0,0,0,a,RU-AST
36,0,1,0,c,RU-AST
54,0,1,0,c,RU-SE
45,0,0,0,b,RU-AD
68,0,0,1,a,RU-TAM
28,0,0,0,c,RU-PNZ
54,0,0,0,a,RU-AL
22,0,0,0,c,RU-KOS
43,0,0,0,a,RU-IVA
29,0,1,0,c,RU-KGN
47,1,0,0,b,RU-KB
51,0,0,0,a,RU-ALT
41,1,1,0,a,RU-KRS
27,0,0,0,a,RU-TAM
17,0,0,0,a,RU-SPE
66,0,0,1,a,RU-SAR
22,0,0,0,a,RU-KHA
29,0,0,0,c,RU-SAK
18,0,1,0,a,RU-SAM
42,0,0,0,a,RU-MOW
17,0,0,0,b,RU-OMS
33,0,0,1,b,RU-TUL
32,0,1,0,c,RU-IRK
43,0,0,0,a,RU-KDA
17,0,1,1,a,RU-VGG
43,0,0,0,a,RU-KHM
40,1,1,0,a,RU-SE
53,0,0,0,a,RU-STA
53,0,0,0,c,RU-YEV
21,0,1,0,a,RU-KAM
55,1,0,0,b,RU-NGR
58,0,0,0,a,RU-CHU
31,0,0,0,c,RU-TVE
43,0,1,0,a,RU-KEM
59,0,0,0,b,RU-AST
70,0,0,0,b,RU-SAR
44,0,0,0,a,RU-IVA
30,1,0,0,a,RU-TVE
35,0,1,0,b,RU-KYA
27,0,0,0,b,RU-MAG
43,0,0,0,a,RU-LIP
29,0,0,0,a,RU-PNZ
18,0,0,0,a,RU-KR
36,1,0,1,c,RU-YAR
20,0,0,1,a,RU-LIP
17,0,0,1,a,RU-MO
23,0,0,0,c,RU-KL
30,0,0,0,a,RU-KC
32,0,1,0,a,RU-NIZ
41,1,0,0,a,RU-VLA
51,0,1,0,a,RU-KC
22,0,0,0,a,RU-ORL
42,0,0,0,a,RU-KOS
35,1,0,0,c,RU-TYU
56,0,0,0,c,RU-ALT
21,0,0,1,c,RU-MAG
41,0,1,0,b,RU-CHE
43,0,0,0,a,RU-UD
26,1,0,0,b,RU-ULY
37,0,1,0,c,RU-AD
33,0,1,0,c,RU-NIZ
43,0,0,0,b,RU-TVE
57,0,0,0,a,RU-KHA
24,0,0,0,c,RU-CHE
22,1,0,0,c,RU-TAM
32,0,1,0,a,RU-KR
26,1,0,0,c,RU-TUL
56,1,0,0,a,RU-TUL
35,1,0,0,a,RU-CE
20,0,1,0,a,RU-KHM
33,0,0,0,a,RU-DA
18,1,1,0,a,RU-VLA
43,0,0,1,c,RU-TUL
48,0,0,0,a,RU-KR
40,0,0,0,a,RU-YEV
42,0,0,0,b,RU-KGD
43,0,1,0,a,RU-CHU
32,0,0,0,a,RU-KEM
44,0,0,0,a,RU-KOS
47,0,0,0,a,RU-VGG
29,0,1,0,a,RU-MO
18,0,0,1,a,RU-LIP
68,0,0,0,a,RU-KEM
29,0,0,0,b,RU-NIZ
34,0,1,0,a,RU-KLU
17,0,0,0,c,RU-NEN
47,0,1,0,a,RU-BU
35,1,0,0,a,RU-SPE
67,1,0,0,b,RU-BEL
59,0,0,0,a,RU-KR
45,0,0,1,c,RU-KAM
22,0,0,0,a,RU-TA
33,0,1,0,a,RU-PRI
22,0,0,0,a,RU-CE
19,0,0,1,b,RU-AMU
36,1,0,0,a,RU-VGG
28,0,1,0,c,RU-KGN
30,0,0,0,c,RU-MOS
61,0,0,0,a,RU-ROS
52,0,0,0,a,RU-KRS
59,0,0,0,a,RU-BEL
31,0,1,0,b,RU-ULY
21,0,0,1,a,RU-RYA
32,0,1,0,a,RU-KHA
26,0,0,0,b,RU-PNZ
21,0,1,0,b,RU-SE
31,0,1,1,a,RU-SAM
39,0,1,0,a,RU-VOR
38,0,0,1,b,RU-SA
30,0,0,1,a,RU-DA
57,0,0,0,c,RU-KRS
64,0,1,0,a,RU-NIZ
40,0,1,0,b,RU-STA
28,0,1,0,a,RU-ULY
50,0,0,0,a,RU-PNZ
40,1,0,0,a,RU-KYA
28,1,0,0,c,RU-KRS
55,0,0,0,b,RU-TUL
20,1,0,0,a,RU-KGN
51,0,0,0,b,RU-ORE
21,0,0,0,c,RU-ORL
47,0,0,0,c,RU-NIZ
17,0,1,1,a,RU-SPE
23,0,1,0,b,RU-TYU
25,0,0,1,b,RU-MOW
35,0,1,0,a,RU-AD
36,0,1,1,a,RU-CHU
23,0,0,0,b,RU-PNZ
37,0,0,0,a,RU-KGN
56,0,0,0,c,RU-PSK
63,0,0,0,a,RU-MUR
42,0,0,1,a,RU-YAR
64,0,1,0,a,RU-LIP
17,0,0,0,a,RU-LEN
57,0,1,0,a,RU-MAG
33,0,0,0,b,RU-KAM
56,0,0,0,c,RU-TAM
55,0,0,0,a,RU-KHM
23,0,0,0,a,RU-OMS
20,1,1,0,a,RU-TYU
35,1,0,0,c,RU-RYA
35,0,0,0,a,RU-BRY
69,0,0,0,a,RU-SE
60,0,0,0,a,RU-ALT
53,0,0,0,a,RU-VOR
35,0,0,0,a,RU-YEV
41,0,0,0,b,RU-CHU
49,0,1,0,a,RU-KEM
44,0,0,0,b,RU-TOM
22,1,0,0,a,RU-LEN
45,0,0,0,a,RU-PNZ
40,0,0,0,a,RU-AD
39,0,0,0,b,RU-NVS
56,0,0,0,b,RU-BRY
66,0,1,0,b,RU-ARK
48,0,0,0,a,RU-KO
22,0,0,0,a,RU-KDA
18,1,1,0,b,RU-ZAB
48,0,0,0,c,RU-KGD
51,0,0,0,a,RU-LIP
19,0,1,1,c,RU-SVE
35,0,0,0,c,RU-KHA
41,1,1,0,c,RU-LEN
67,0,0,0,b,RU-TAM
17,0,1,0,a,RU-CE
23,0,0,0,c,RU-AD
35,0,0,0,a,RU-KHM
25,0,0,0,a,RU-BRY
35,0,0,0,b,RU-LEN
55,0,1,1,b,RU-ULY
17,0,1,0,b,RU-BU
44,0,0,0,a,RU-ROS
18,0,0,0,a,RU-KR
43,0,0,0,a,RU-TYU
23,0,1,0,a,RU-AD
48,1,0,0,a,RU-KYA
45,0,1,1,a,RU-AMU
45,0,0,0,a,RU-KR
21,0,1,0,b,RU-MAG
18,0,0,0,c,RU-ZAB
62,1,0,0,a,RU-KL
55,0,1,0,a,RU-TY
17,1,0,0,c,RU-KOS
18,0,1,1,a,RU-BEL
30,0,0,0,a,RU-KL
21,0,0,0,a,RU-AD
20,1,0,0,c,RU-KEM
51,0,1,0,a,RU-VGG
31,1,0,0,a,RU-CE
28,1,0,0,b,RU-SPE
24,0,0,0,a,RU-CU
18,1,0,0,a,RU-UD
46,0,0,1,c,RU-AL
33,0,1,0,a,RU-BRY
54,0,1,0,a,RU-ZAB
27,0,0,0,a,RU-KK
30,0,0,0,a,RU-KB
24,1,0,0,b,RU-PRI
56,0,1,0,b,RU-KAM
63,0,0,0,c,RU-MOW
54,0,1,0,a,RU-ORE
53,0,0,0,c,RU-PSK
56,0,0,0,b,RU-AD
35,0,1,0,c,RU-AD
29,0,0,0,a,RU-TYU
20,1,1,0,a,RU-KHA
56,0,1,0,a,RU-ORE
20,0,0,0,a,RU-KIR
30,0,0,1,a,RU-ORL
20,0,1,0,a,RU-KHA
67,0,0,0,a,RU-AL
24,0,0,0,a,RU-KB
31,1,1,0,a,RU-VOR
58,0,1,0,c,RU-TAM
20,0,0,0,a,RU-ORL
37,1,1,0,b,RU-KDA
20,1,1,0,b,RU-ORE
36,0,0,0,a,RU-CU
18,0,1,0,a,RU-SAK
67,0,0,0,a,RU-TYU
27,0,0,0,a,RU-ARK
18,0,0,1,b,RU-KO
20,0,0,1,a,RU-ROS
57,0,0,0,a,RU-TY
54,0,0,0,a,RU-RYA
43,0,0,0,a,RU-KIR
33,0,0,0,a,RU-SAM
20,0,0,0,b,RU-KK
22,0,0,0,a,RU-PSK
38,0,0,0,a,RU-KC
65,0,1,0,a,RU-SMO
70,1,1,0,a,RU-NEN
25,0,0,0,c,RU-KC
41,0,0,0,a,RU-TAM
45,0,0,0,b,RU-MOS
39,0,1,0,a,RU-VGG
18,0,0,0,a,RU-KO
18,0,0,1,b,RU-KHM
40,0,0,0,a,RU-VOR
61,0,0,1,b,RU-KR
18,0,1,0,a,RU-NEN
49,0,0,0,a,RU-ME
23,0,1,0,a,RU-KRS
27,1,0,0,a,RU-ULY
40,1,1,0,a,RU-UD
46,0,0,0,b,RU-VOR
50,1,0,0,b,RU-SMO
31,0,0,0,b,RU-VLA
29,0,0,0,a,RU-ORE
23,0,0,0,a,RU-UD
27,0,1,0,a,RU-SE
35,1,1,0,b,RU-KGN
22,0,0,0,a,RU-IN
33,0,1,0,c,RU-PER
37,0,0,0,b,RU-TYU
46,1,0,0,a,RU-BRY
29,1,0,0,b,RU-NGR
25,1,0,0,a,RU-RYA
31,0,0,0,a,RU-MUR
43,0,1,0,a,RU-TA
20,1,1,0,b,RU-AMU
47,0,1,0,a,RU-LEN
37,0,1,0,a,RU-VGG
41,0,1,0,a,RU-CE
35,1,0,0,b,RU-TA
17,0,0,0,c,RU-ORL
37,0,0,0,b,RU-ZAB
22,0,0,0,a,RU-NEN
37,1,1,0,b,RU-BA
57,0,1,0,b,RU-YAN
62,1,0,0,a,RU-STA
28,0,0,0,a,RU-KOS
38,1,1,0,b,RU-SAR
28,1,0,0,a,RU-CHE
30,0,0,0,a,RU-LIP
21,0,1,0,a,RU-MO
54,1,0,0,c,RU-YEV
42,0,0,0,a,RU-SA
40,0,0,0,a,RU-ZAB
32,0,0,0,b,RU-KYA
37,0,0,0,a,RU-KGD
55,0,1,0,a,RU-KL
68,0,0,0,a,RU-BEL
37,0,1,0,a,RU-ZAB
42,0,1,0,a,RU-NIZ
69,0,0,0,b,RU-KO
42,0,1,0,b,RU-MOW
29,0,1,0,a,RU-TY
26,0,1,0,b,RU-ULY
54,0,0,0,c,RU-MOS
19,1,0,0,a,RU-KAM
22,0,0,0,c,RU-KR
26,0,0,0,a,RU-KAM
27,0,0,0,a,RU-KGD
35,0,0,0,b,RU-NGR
29,1,0,0,b,RU-SAR
32,0,1,0,c,RU-ULY
32,0,1,1,a,RU-BA
48,0,0,0,a,RU-NIZ
70,0,1,0,a,RU-SPE
22,0,1,0,a,RU-KYA
51,0,0,0,a,RU-VLA
28,0,0,0,b,RU-LEN
17,0,0,0,a,RU-NEN
24,0,1,0,c,RU-NVS
50,0,0,0,a,RU-BU
29,1,0,0,a,RU-ULY
31,0,0,0,a,RU-KGD
34,0,1,0,c,RU-KGN
20,0,0,0,a,RU-MAG
57,0,0,0,a,RU-SE
23,0,0,0,a,RU-SMO
26,0,0,0,c,RU-LIP
52,0,0,0,a,RU-CE
46,0,0,0,c,RU-BRY
21,0,0,0,a,RU-MOW
68,0,0,0,a,RU-KGN
44,0,0,0,c,RU-LEN
46,0,1,1,a,RU-SPE
52,0,0,0,c,RU-KGN
21,0,1,0,a,RU-RYA
55,0,1,0,a,RU-ORE
39,1,1,0,a,RU-VGG
27,0,0,0,b,RU-AST
60,0,0,0,b,RU-TUL
41,0,0,0,b,RU-KHM
47,0,0,0,a,RU-ZAB
61,1,0,0,a,RU-ZAB
65,0,0,0,c,RU-ARK
61,1,0,0,a,RU-TA
45,0,0,0,c,RU-SVE
29,0,0,0,a,RU-VLA
45,1,1,0,a,RU-IN
36,0,0,0,c,RU-KR
61,0,0,0,a,RU-BU
19,0,0,0,a,RU-TYU
34,0,0,1,a,RU-KYA
49,0,0,0,a,RU-AST
30,0,1,0,c,RU-KB
60,0,0,0,c,RU-KGD
40,1,1,0,c,RU-KEM
39,0,0,0,a,RU-KGN
33,0,0,0,a,RU-ME
30,1,1,0,a,RU-KRS
40,0,0,0,c,RU-KYA
44,0,0,0,a,RU-KOS
49,0,0,0,a,RU-KC
60,0,1,0,a,RU-CU
51,0,1,1,a,RU-AL
60,0,1,0,c,RU-ORL
35,1,0,0,a,RU-KGN
39,1,0,0,b,RU-CHE
40,1,1,0,c,RU-PNZ
57,1,0,0,c,RU-BU
29,0,0,0,a,RU-BRY
24,0,0,0,a,RU-NIZ
27,0,0,0,a,RU-KYA
57,0,0,0,a,RU-PSK
58,0,0,0,b,RU-STA
29,1,1,0,c,RU-NEN
34,0,1,0,a,RU-AMU
43,0,0,0,c,RU-CHE
45,1,1,1,b,RU-BA
29,1,0,0,a,RU-YAN
23,0,1,1,c,RU-ULY
50,0,0,0,a,RU-AMU
57,1,0,0,b,RU-PNZ
41,0,0,0,b,RU-ORE
20,0,0,0,c,RU-KHA
17,1,0,0,b,RU-LEN
48,0,0,0,a,RU-YAN
28,0,1,0,a,RU-CE
29,0,0,0,a,RU-KRS
19,0,1,0,a,RU-KHM
33,1,0,0,c,RU-SAM
30,0,1,0,a,RU-KB
33,0,0,0,a,RU-ULY
45,0,0,0,a,RU-TAM
40,0,1,0,a,RU-SMO
18,0,0,0,b,RU-ARK
18,0,1,0,a,RU-ME
18,0,1,0,a,RU-SVE
24,0,0,0,c,RU-TUL
52,0,1,0,b,RU-IVA
47,0,0,0,a,RU-BA
52,0,0,0,b,RU-TYU
23,0,0,0,b,RU-YAN
37,0,1,0,c,RU-ULY
62,1,0,0,b,RU-TVE
26,0,0,0,a,RU-ALT
25,1,1,0,b,RU-KL
60,0,1,0,a,RU-KB
57,0,0,0,b,RU-SAM
49,0,0,0,a,RU-KEM
22,0,0,0,a,RU-MAG
56,1,0,0,a,RU-KAM
29,0,0,1,c,RU-CHU
28,0,1,0,c,RU-BEL
41,0,0,0,a,RU-LEN
54,1,0,0,a,RU-CHE
38,1,0,0,b,RU-SMO
33,1,1,0,a,RU-OMS
54,0,0,0,b,RU-LIP
23,0,1,0,b,RU-BEL
64,0,0,1,a,RU-CU
21,0,1,0,a,RU-KGN
49,1,0,0,a,RU-SVE
52,0,1,0,a,RU-KGD
43,1,0,0,a,RU-MAG
20,0,0,0,a,RU-ME
63,0,0,0,c,RU-BA
48,0,0,0,c,RU-VLG
39,0,0,0,b,RU-NIZ
66,0,0,0,a,RU-UD
27,0,0,0,a,RU-TUL
21,0,0,0,a,RU-YAR
40,0,0,0,a,RU-KK
34,0,1,1,a,RU-SAK
52,1,0,0,a,RU-VLA
23,0,0,0,c,RU-TVE
44,1,0,0,a,RU-RYA
